date,title,overall_rating,employee_details,pros,cons,ratings_breakup,outlook
16-Aug-18,"""Sweat shop""",1,Current Employee - Inbound Stow and Problem Solver,None. There are no pros for this position.,Minimal to no breaks. Not enough time off. Managers treat you like you don’t matter. HR department gets annoyed when you ask for ANYTHING. No one cares if your upset or need to voice your opinion. The point system for taking time off is not fair.,"[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
11-Jul-18,"""Fun until it is not""",4,Current Employee - Order Picker,Some work is better then no work.,Peak is a monster have fun drink coffee.,"[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '3.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '4.0')]","[""Doesn't Recommend"", 'Positive Outlook', 'Approves of CEO', 'Approves of']"
12-Jul-18,"""SDE""",4,Current Employee - Anonymous Employee,"high paid, the chance for internal transfer","old system, not aggressively re-factory","[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '4.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
24-Jul-18,"""ICQA""",3,Current Employee - ICQA,Great pay and benefits 401K,"Poor management, expectations, and hours","[('Work/Life Balance', '2.0'), ('Culture &amp; Values', '2.0'), ('Career Opportunities', '1.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '1.0')]","['Recommends', 'Neutral Outlook', 'Disapproves of CEO', 'Disapproves of']"
26-Jul-18,"""Amazon""",3,Current Employee - Warehouse Tier I,"Benefits, full time job, 4 day work week","Short breaks, 10 hour shifts,","[('Work/Life Balance', '2.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
26-Jul-18,"""GREAT benefits; quick to terminate; selective enforcement of policy""",3,Former Employee - Learning Coordinator,"Great benefits, good pay, fairly easy job. Somewhat accommodating for personal life events in terms of schedule/shift change requests, etc.",I was terminated without warning for a safety violation after having been in my position for 2+ years while other Associates and managers were actually promoted after having committed similar violations.,"[('Work/Life Balance', '1.0'), ('Culture &amp; Values', '2.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '3.0'), ('Senior Management', '3.0')]","[""Doesn't Recommend"", 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
11-Jul-18,"""So Far So Good""",5,Current Employee - Outbound Order Picker,"So far the benefits, the and and off time options are great. So far Management seem awesome especially Karim. It seem fair here.",The Heat. Jeez it can get so hot some times.,"[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
11-Jul-18,"""Great place to work!""",5,Current Employee - Fulfillment Associate,#NAME?,#NAME?,"[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '1.0'), ('Career Opportunities', '3.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '3.0')]","['Recommends', 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
11-Jul-18,"""Not happy working there""",5,Current Employee - Stower,You can move up in the company,Standing in one spot for 10 hours,"[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
11-Jul-18,"""Preparer people's taxes""",5,Former Employee - Tax Preparer,Great pay - Great hours,It's only seasonal work. From Dec through April.,"[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '3.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
16-Aug-18,"""Candidate Experience""",1,Current Employee - Anonymous Employee,Very timely. Recruiters have a SLA to respond within 48 hours.,You are treated like a piece of data. They schedule back to back interviews with all candidates and group tours of the sort center.,"[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
16-Aug-18,"""Wharehouse worker""",1,Former Employee - Anonymous Employee,Distribution center. Easy to get hired.,"Wharehouse is not climate controlled. Was so hot sweat was pouring off me. They do not value their employees. You are given points and if you clock in 1-5 minutes late you get a 1/3 point or point after 5 I think you are fired. I was driving from 50 miles away do this was unrealistic and intimidating to think about. They work you like a machine. You have a quota and you’re really not allowed to talk or have any fun … 
Show More","[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '3.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '4.0')]","[""Doesn't Recommend"", 'Positive Outlook', 'Approves of CEO', 'Approves of']"
3-Jul-18,"""Best Customer Service Job in 25 Year Career!""",5,Current Employee - P2 Retail Prime Now Customer Service Representative,"Flexibility, focus on one call resolution, caring management, encourage out of box thinking, employee discount","Minimal advancement opportunity for part time associates, can be high volume, always changing atmosphere","[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '4.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
26-Jul-18,"""No recognition""",2,Current Employee - Anonymous Employee,Free food And t-shirts during prime,"Management
Hard work for no advancement","[('Work/Life Balance', '2.0'), ('Culture &amp; Values', '2.0'), ('Career Opportunities', '1.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '1.0')]","['Recommends', 'Neutral Outlook', 'Disapproves of CEO', 'Disapproves of']"
26-Jul-18,"""Cabin Fever""",2,Former Employee - Anonymous Employee,"Work from home
Met great people over the phone","Training was a confusing.
Metrics was horrible","[('Work/Life Balance', '2.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
26-Jul-18,"""Great company for customers and shareholders, not employees""",2,"Former Employee - Senior Manager, Product Management","- Above market pay
- You get to see how a 400K+ people organization set itself up to move at decent speed
- You will learn some new useful management processes that you will take with you for later (they are called mechanisms at Amazon)
- relatively manag",#NAME?,"[('Work/Life Balance', '1.0'), ('Culture &amp; Values', '2.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '3.0'), ('Senior Management', '3.0')]","[""Doesn't Recommend"", 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
15-Aug-18,"""Just terrible""",1,Current Employee - Anonymous Employee,"Benefits, stocks, paid time off & vacation (you only get so much)",I've been with Amazon for over two years. Nothing gets better. They work you like a slave and have unrealistic expectations from you.,"[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
15-Aug-18,"""Not the place to work, extremely underpaid and overworked""",1,Current Employee - Customer Service Representative,There's no real pros to working here besides health insurance,"They do not want their employees to last, they rather make you quit than fix anything within the company. The workload only increases without any raises.","[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '1.0'), ('Career Opportunities', '3.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '3.0')]","['Recommends', 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
11-Jul-18,"""Associate""",4,Current Employee - Anonymous Employee,The pay is good. People are nice. You get to make your own schedule pretty much.,"Late hours, unorganized and lunch breaks are few and far between.","[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
11-Jul-18,"""Hard work but worth it""",4,Former Employee - Anonymous Employee,I picked the days I worked,Very fast pace you must keep up,"[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '3.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
11-Jul-18,"""Amazon Review""",4,Current Employee - Warehouse Associate,"Excellent benefits, good pay, and many opportunities for career growth.",High turn over rate and standing for long periods of time.,"[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
24-Jul-18,"""Great Pay for No Work""",3,Current Employee - Warehouse Associate,"The pay for Amazon's warehouse associates is by far the best thing about this place but it also offers great healthcare and an excellent stock program to boot. I've been with Amazon a little over a year and it's a nice break from the customer facing positions I've had. With integrity and diligence, Amazon does promote and train within. I'm trained in most paths within the warehouse and could easily move up if I … 

Show More","Get used to walking 10+ miles a day if you work at Amazon.
You have to meet a rate within the warehouse in most paths and Amazon is very strict on this.
There is no real opportunity to take emergency time off. Amazon offers Vacation, Paid Time, and a bucket of time called Unpaid Time Off; but Vacation accrues every other week(making it often difficult to save time or have time when necessary), Paid Time Off … 



Show More","[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '3.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '4.0')]","[""Doesn't Recommend"", 'Positive Outlook', 'Approves of CEO', 'Approves of']"
25-Jul-18,"""Great pay and benefits, unbalanced work load""",3,Current Employee - Accountant,"The pay is above market, and the health benefits are wonderful","Success is not often rewarded, and the payoff is no work life balance as they try to utilize successful employees beyond capacity, while letting the non contributing employees skate by without consequence.","[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '4.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
25-Jul-18,"""intern Social Worker""",3,Former Employee - Anonymous Employee,An excellent working experience for new graduates.,It is not a non-profit organization,"[('Work/Life Balance', '2.0'), ('Culture &amp; Values', '2.0'), ('Career Opportunities', '1.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '1.0')]","['Recommends', 'Neutral Outlook', 'Disapproves of CEO', 'Disapproves of']"
25-Jul-18,"""Pretty meh.""",3,Current Employee - Remote Customer Service Representative,#NAME?,"-When you need help, sometimes NO ONE is there to answer
-The irate customers that call with a bad attitude are responsible for rating your performance (if they don't like your options, guess what? they can rate based on that)
- Pay is kinda on the low en","[('Work/Life Balance', '2.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
25-Jul-18,"""Pretty decent pay and benefits""",3,Former Employee - Anonymous Employee,"Pay, time off. Amazon shares.",a lot of favoritism. I got sick and was out too long and they terminated me.,"[('Work/Life Balance', '1.0'), ('Culture &amp; Values', '2.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '3.0'), ('Senior Management', '3.0')]","[""Doesn't Recommend"", 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
